IssueType,DeviceType,IssueTime,IssueDetails,MobileNumber,emailId,mode,cdn,DeviceDetails,OSDetails,platform,new_Platform,AppVersion,country,state,NetworkStrength,contentID,AdvertiseVideo,userIdentifier,ContractId,Customer_Id,ComplaintId
Response Time in different networks,Tablets,14/02/2022 00:00:00,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,7277697103,mboltepl@cnet.com,Email,Cloudfront,tvOS,tvOS 11.0,Eros Now,,Xcode 14.1,Senegal,Dakar,,77a62ff2-e366-44cb-b293-d4f39d932655,Advertise,qberry,95-0543853,1277992,1959058
Personalized suggestions and recommendations for content,Desktop,17/03/2022 00:00:00,morbi odio odio elementum eu interdum eu tincidunt in leo,8625198759,kmusprattpm@pcworld.com,Email,Akamai,Android,Android 5.0,Peacock,,Android 11,Cuba,Havana,,426010c7-88e4-4815-816c-311f4a7e6940,Advertise,hwilson,43-7807788,1718184,1685226
Better user interface and workability,Laptop,12/10/2022 00:00:00,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,4028272661,gfaucherandpn@oaic.gov.au,Email,Cloudfront,Android TV,Android TV 1st Generation,HBO Max,,Android TV 12.3.2,Somalia,Mogadishu,,b06c6193-4ed8-4083-ae8f-5f6b9275554c,Advertise,fbridges,38-6748197,1875017,1810305
Multiple user accounts,Laptop,25/08/2022 00:00:00,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,1377079708,lsisselotpo@go.com,Chat,Cloudfront,Roku,Roku OS 9.4 3rd Generation,Mx Player,,None,Haiti,Port-au-Prince,,766e6a08-290c-4a6b-be92-d096df454e0f,Advertise,mcdanielalisha,79-9060969,1348796,168797
Playback Quality,Mobile,03/02/2022 00:00:00,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,6833295514,cpoundfordpp@nydailynews.com,Chat,Akamai,Amazon Fire TV,All Fire TV devices,Voot,,FireOS 7.6.1.3,Mauritania,Nouakchott,,62959bad-8d5d-4af7-a555-5767e304563a,Advertise,emosley,84-3693609,1853451,1543249
Security and anti-piracy,Desktop,01/10/2022 00:00:00,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,4354098970,bsawlepq@economist.com,Phone Call,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Alt Balaji,,Windows 10,Norfolk Island,Kingston,,d387ec88-7b0b-49fd-89cd-851a299d424e,Video,veronicarichardson,81-2105965,1561011,2312912
Offline content,Desktop,21/10/2022 00:00:00,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,6182468912,cvenmorepr@usatoday.com,Email,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,Voot,,Extension 6.5,Martinique,Fort-de-France,,b976d6d1-5b7b-4d1b-bb8f-ef3e04b9bbde,Video,mbarker,65-4726128,1461746,1570948
Offline content,Tablets,10/10/2022 00:00:00,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,8312706119,lhenrionps@biglobe.ne.jp,Email,Akamai,iOS,iOS Min version 12.6,Hulu,,macOS Ventura 13.0.1,Lesotho,Maseru,,14828732-444a-49be-9395-2433391f94bc,Video,emmaramos,85-3946637,1708241,316148
Customer Support,TV,12/03/2022 00:00:00,a nibh in quis justo maecenas rhoncus aliquam lacus morbi,3403265064,kcatterollpt@newyorker.com,Chat,Cloudfront,tvOS,tvOS 11.0,Facebook Watch,,Xcode 14.1,Rwanda,Kigali,,76ec540d-6ad7-4313-9a33-8eeb7af88441,Advertise,ebarnes,84-4147535,1697111,2113441
Response Time in different networks,Laptop,21/06/2022 00:00:00,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,7585986491,rdannattpu@wikia.com,Email,Akamai,Android,Android 5.0,BigFlix,,Android 11,Slovakia,Bratislava,,1960ee2f-a7f6-4931-b2fd-b856cbb52ff7,Video,samanthataylor,27-6663404,1629759,1531428
Better user interface and workability,Tablets,12/02/2022 00:00:00,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,8855974882,mishakpv@tinyurl.com,Email,Akamai,Android TV,Android TV 1st Generation,Amazon Prime Video,,Android TV 12.3.2,Indonesia,Jakarta,,eedf2717-1aeb-4811-8281-1067a3e8d086,Advertise,bennettaustin,71-8242969,1797093,2251053
Multiple user accounts,Mobile,10/11/2022 00:00:00,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,2009673654,jpinepw@livejournal.com,Chat,Akamai,Roku,Roku OS 9.4 3rd Generation,Zee5,,None,New Zealand,Wellington,,9a8938a6-97bd-42ad-8c08-758d1a959cd2,Advertise,melissa13,91-4547905,1484251,683012
Customer Support,Desktop,25/03/2022 00:00:00,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,3686233754,bdysertpx@webmd.com,Phone Call,Cloudfront,Amazon Fire TV,All Fire TV devices,Alt Balaji,,FireOS 7.6.1.3,Anguilla,The Valley,,e9b57811-42e3-47e7-a5b5-d2536811abca,Advertise,kimmartin,84-8185072,1224220,1061622
Multiple user accounts,Mobile,15/04/2022 00:00:00,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,8507145469,areekpy@theglobeandmail.com,Email,Akamai,Universal Windows Platform (UWP),Xbox One X/S,YouTube TV,,Windows 10,Andorra,Andorra la Vella,,e0772a22-543d-4509-8171-b8d5f81e3831,Video,jjones,83-0618565,1631343,392201
Security and anti-piracy,Desktop,14/07/2022 00:00:00,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,1837034001,psothebypz@indiatimes.com,Chat,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,Eros Now,,Extension 6.5,Maldives,Malé,,92de2b3e-ae0b-4bb1-9848-c49c4f2cff3e,Video,cfernandez,04-6046067,1379089,2164039
Better user interface and workability,Laptop,11/12/2021 00:00:00,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,2924114616,athornleyq0@xing.com,Phone Call,Cloudfront,iOS,iOS Min version 12.6,BigFlix,,macOS Ventura 13.0.1,Yemen,Sanaa,,01011717-e716-4dfe-af60-8df60d901593,Advertise,julianwilliams,80-8977123,1566487,170192
Personalized suggestions and recommendations for content,Tablets,04/09/2022 00:00:00,felis ut at dolor quis odio consequat varius integer ac,7186658466,bsawartq1@sourceforge.net,Phone Call,Akamai,tvOS,tvOS 11.0,Airtel Xstream,,Xcode 14.1,Macao,Macao,,fbd212fb-e63d-4815-bdf5-dc8312ab435c,Video,cjordan,60-6451932,1324370,2426335
Functionalities and features of the app,Mobile,12/03/2022 00:00:00,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,4585243054,bamissq2@japanpost.jp,Email,Cloudfront,Android,Android 5.0,Sling TV,,Android 11,Malta,Valletta,,d0e2a465-60d1-4bd8-be9a-d12cb38cfebc,Video,richardsrandy,90-4195362,1597372,313617
Personalized suggestions and recommendations for content,Mobile,12/04/2022 00:00:00,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,7403836413,aocarrolq3@fastcompany.com,Email,Akamai,Android TV,Android TV 1st Generation,Airtel Xstream,,Android TV 12.3.2,Poland,Warsaw,,500e3ea4-5521-4199-9876-51a183a2dfff,Video,misty52,65-4574376,1230532,2144846
Functionalities and features of the app,Laptop,16/02/2022 00:00:00,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,4178099744,dpidlerq4@reuters.com,Chat,Akamai,Roku,Roku OS 9.4 3rd Generation,Sonyliv,,None,Egypt,Cairo,,b4a47f22-91b8-4e03-bd35-61065a9ce5b4,Video,kelsey73,98-5220979,1277957,130315
Multiple user accounts,Desktop,03/08/2022 00:00:00,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,6786558690,dmaundq5@boston.com,Phone Call,Cloudfront,Amazon Fire TV,All Fire TV devices,Peacock,,FireOS 7.6.1.3,French Guiana,Cayenne,,091d1546-064c-4c79-8b76-d48e7230ee1b,Advertise,deanmorris,67-3894493,1233898,1430563
Personalized suggestions and recommendations for content,Tablets,25/07/2022 00:00:00,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,5476327576,mjehuq6@google.nl,Chat,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Amazon Prime Video,,Windows 10,Cook Islands,Avarua,,178d37cb-ca14-49de-bbf5-550a5fed7f27,Video,adamjohnson,18-9408161,1903505,1191655
Offline content,Tablets,06/06/2022 00:00:00,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,5068848506,skinforthq7@europa.eu,Chat,Akamai,Samsung Tizen TV,21TV_PREMIUM2,BigFlix,,Extension 6.5,Namibia,Windhoek,,36756f98-b458-4c82-8b33-c9066d74b157,Video,kaylagarcia,01-4143423,1838598,2440707
Playback Quality,TV,18/09/2022 00:00:00,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,286603500,snorleyq8@harvard.edu,Phone Call,Cloudfront,iOS,iOS Min version 12.6,Airtel Xstream,,macOS Ventura 13.0.1,Ghana,Accra,,265c4e3f-83d5-4f01-98e3-009bf96e9e50,Advertise,shannon62,24-0430462,1420837,549271
Response Time in different networks,Desktop,17/09/2022 00:00:00,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,2703023332,cflippenq9@twitter.com,Phone Call,Cloudfront,tvOS,tvOS 11.0,Airtel Xstream,,Xcode 14.1,Saint Helena,Jamestown,,8ebe2fe7-9f05-4a2a-84dd-c1839de20c0c,Video,john12,55-4895627,1106411,806851
Offline content,Mobile,03/04/2022 00:00:00,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,9638936851,ceadmeadsqa@who.int,Chat,Akamai,Android,Android 5.0,Peacock,,Android 11,Palestinian Territory,East Jerusalem,,f49b60a4-c114-4262-b251-df69846bcfc7,Advertise,wilcoxgail,65-3513658,1855489,2317854
Better user interface and workability,Laptop,15/12/2021 00:00:00,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,7762895507,mtowrissqb@vinaora.com,Phone Call,Cloudfront,Android TV,Android TV 1st Generation,Peacock,,Android TV 12.3.2,Micronesia,Palikir,,f467db1d-bd49-4d8c-83b2-4e6867018fda,Video,juarezmark,45-9889791,1830446,1163214
Customer Support,Laptop,31/10/2022 00:00:00,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,9429608053,iexallqc@ow.ly,Phone Call,Cloudfront,Roku,Roku OS 9.4 3rd Generation,Sling TV,,None,Jersey,Saint Helier,,26ccfe16-9588-4666-a23b-6aec0fb51606,Advertise,shammond,43-2331589,1441977,502009
Functionalities and features of the app,Desktop,19/02/2022 00:00:00,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,8699094175,kmurtonqd@slashdot.org,Phone Call,Cloudfront,Amazon Fire TV,All Fire TV devices,Amazon Prime Video,,FireOS 7.6.1.3,Bangladesh,Dhaka,,eb07134d-dfc0-4432-b451-9f384bea1c83,Advertise,thomasking,45-7352167,1856513,980598
Security and anti-piracy,Tablets,12/03/2022 00:00:00,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,1567647928,salliboneqe@globo.com,Email,Akamai,Universal Windows Platform (UWP),Xbox One X/S,HBO Max,,Windows 10,Sint Maarten,Philipsburg,,939a073e-f67f-4535-bc5b-2e3177fc9923,Advertise,carolynlittle,84-1837610,1406906,990292
Personalized suggestions and recommendations for content,Mobile,05/02/2022 00:00:00,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,2646305109,rdurrettqf@mayoclinic.com,Phone Call,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Amazon Prime Video,,Extension 6.5,China,Beijing,,4feb7e75-7a37-4600-ac5d-a9b0845fa932,Advertise,kimberly89,33-5570300,1484297,2046633
Response Time in different networks,Tablets,12/05/2022 00:00:00,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,6808241783,lmccartqg@dropbox.com,Chat,Cloudfront,iOS,iOS Min version 12.6,Voot,,macOS Ventura 13.0.1,Republic of the Congo,Brazzaville,,812cd898-02d9-4478-9e17-5dc25b916d3b,Video,brittany70,31-5652768,1349113,1883650
Personalized suggestions and recommendations for content,TV,05/01/2022 00:00:00,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,67747922,hgingedaleqh@guardian.co.uk,Email,Cloudfront,tvOS,tvOS 11.0,HBO Max,,Xcode 14.1,Montenegro,Podgorica,,cffb33d8-e7bd-4593-8c30-4b156aaa155a,Video,pamela94,50-3853854,1297322,760265
Playback Quality,Mobile,06/07/2022 00:00:00,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,9224645615,bcaretqi@goo.gl,Phone Call,Cloudfront,Android,Android 5.0,Sonyliv,,Android 11,Puerto Rico,San Juan,,5b89f531-c1b2-4714-a3ca-542d66163cdf,Advertise,jenna88,69-7621562,1794786,2137017
Response Time in different networks,Desktop,01/01/2022 00:00:00,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,9158462120,wriltonqj@squidoo.com,Chat,Cloudfront,Android TV,Android TV 1st Generation,Peacock,,Android TV 12.3.2,Turkey,Ankara,,7aa2a7fa-0e54-4a25-abaf-8ca87a552935,Advertise,maldonadobrandy,54-3950953,1843702,1787467
Better user interface and workability,Mobile,03/08/2022 00:00:00,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,8003210186,kbaldacchinoqk@webnode.com,Email,Akamai,Roku,Roku OS 9.4 3rd Generation,HBO Max,,None,Mauritius,Port Louis,,ef02c2fa-e8de-40fa-a507-46360a37c7aa,Video,rachelbradford,83-7716976,1853266,1453479
Multiple user accounts,TV,07/12/2021 00:00:00,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,750988495,caliboneql@yahoo.com,Email,Cloudfront,Amazon Fire TV,All Fire TV devices,YouTube TV,,FireOS 7.6.1.3,Nauru,Yaren,,f7f09d4b-0fc8-4aba-a3a6-bf155b02f93b,Advertise,alison69,46-9730513,1584434,1668882
Functionalities and features of the app,TV,03/01/2022 00:00:00,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,8765094298,selacoateqm@vk.com,Email,Akamai,Universal Windows Platform (UWP),Xbox One X/S,HBO Max,,Windows 10,Belarus,Minsk,,1549adb8-c2cd-469f-a255-0a59ec2324db,Advertise,nmanning,85-4835518,1622389,1248552
Personalized suggestions and recommendations for content,Mobile,24/02/2022 00:00:00,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,6977147733,ebeabyqn@stanford.edu,Email,Akamai,Samsung Tizen TV,21TV_PREMIUM2,YouTube TV,,Extension 6.5,Norway,Oslo,,da50efbf-2a37-4d80-b7ab-0130065f6a94,Video,tdalton,63-2306552,1601048,421697
Functionalities and features of the app,Laptop,03/02/2022 00:00:00,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,6129060777,bpetrenkoqo@hc360.com,Phone Call,Cloudfront,iOS,iOS Min version 12.6,BigFlix,,macOS Ventura 13.0.1,Taiwan,Taipei,,b167ba53-bd23-4276-8e4d-7aa4fa30ee54,Advertise,jenniferstafford,01-1286550,1210748,628519
Response Time in different networks,Mobile,11/04/2022 00:00:00,platea dictumst morbi vestibulum velit id pretium iaculis diam erat,5162135607,bkearsqp@mapy.cz,Email,Cloudfront,tvOS,tvOS 11.0,Peacock,,Xcode 14.1,Christmas Island,Flying Fish Cove,,306286e5-19e3-42cd-b447-17b8dab94ede,Video,laurashort,37-3069008,1584674,464210
Better user interface and workability,TV,29/12/2021 00:00:00,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,2873376902,djurasekqq@altervista.org,Email,Akamai,Android,Android 5.0,Zee5,,Android 11,Madagascar,Antananarivo,,62212f74-4950-4084-8a77-e29079193284,Video,nfreeman,85-6407717,1773509,1307390
Device/Browser Compatibility,Laptop,27/08/2022 00:00:00,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,9917626190,avasquezqr@hhs.gov,Phone Call,Akamai,Android TV,Android TV 1st Generation,Voot,,Android TV 12.3.2,Montserrat,Plymouth,,e16e2139-0a09-45e0-8016-344928302490,Video,harrisronald,57-9450716,1315873,913136
Security and anti-piracy,Desktop,05/03/2022 00:00:00,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,4823929128,jgoodieqs@sciencedaily.com,Phone Call,Akamai,Roku,Roku OS 9.4 3rd Generation,BigFlix,,None,Moldova,Chisinau,,6aefda35-039d-4fe4-868f-8e53948fb88a,Advertise,aaron02,35-6368287,1659170,1050565
Multiple user accounts,Mobile,18/11/2022 00:00:00,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,1815920823,brogetqt@meetup.com,Phone Call,Akamai,Amazon Fire TV,All Fire TV devices,Alt Balaji,,FireOS 7.6.1.3,Trinidad and Tobago,Port of Spain,,fadb9ffc-b7c2-422e-a6d7-bf6112aaea03,Advertise,weaverrachel,51-8359429,1161027,669160
Better user interface and workability,Mobile,15/02/2022 00:00:00,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,974239712,fmowatqu@npr.org,Chat,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Eros Now,,Windows 10,Tunisia,Tunis,,2b733027-32f8-47bb-a618-f67bb740d728,Video,olee,05-1074278,1666331,742448
Customer Support,Tablets,11/12/2021 00:00:00,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,1829402692,rhyltonqv@zdnet.com,Chat,Akamai,Samsung Tizen TV,21TV_PREMIUM2,BigFlix,,Extension 6.5,Bhutan,Thimphu,,2388c2ab-572e-4cd6-a1c3-3e325495fe81,Advertise,sharonfisher,10-2053268,1853070,2416373
Personalized suggestions and recommendations for content,Laptop,03/02/2022 00:00:00,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,6424427694,rhakingqw@ow.ly,Email,Cloudfront,iOS,iOS Min version 12.6,Sonyliv,,macOS Ventura 13.0.1,Democratic Republic of the Congo,Kinshasa,,38075693-10ba-4e4b-8669-73a28da28aaf,Video,kirkwarren,08-3599255,1355404,2417043
Functionalities and features of the app,Desktop,08/01/2022 00:00:00,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,4657914103,remmerqx@netlog.com,Chat,Cloudfront,tvOS,tvOS 11.0,ShemarooMe,,Xcode 14.1,United Arab Emirates,Abu Dhabi,,8e5dc218-b667-486a-b114-386d03462896,Video,nlee,80-5656733,1892474,890221
Better user interface and workability,Desktop,20/10/2022 00:00:00,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,4351396164,gloweqy@cdbaby.com,Email,Akamai,Android,Android 5.0,Eros Now,,Android 11,Aland Islands,Mariehamn,,20c72aee-3aa7-4365-9529-ffbd5bc65743,Advertise,walldaniel,65-4848742,1662480,685859
Customer Support,Mobile,04/07/2022 00:00:00,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,4577376326,ivenessqz@last.fm,Phone Call,Akamai,Android TV,Android TV 1st Generation,Airtel Xstream,,Android TV 12.3.2,Sao Tome and Principe,Sao Tome,,91fce453-3788-4b77-a2a4-640e7d6a55c8,Video,kristopher10,46-9715326,1637827,1241211
Device/Browser Compatibility,Desktop,20/03/2022 00:00:00,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,5893109392,fferreirar0@symantec.com,Email,Akamai,Roku,Roku OS 9.4 3rd Generation,ShemarooMe,,None,Peru,Lima,,47eb529f-52f9-4707-bf3e-8f824908145f,Video,duranvanessa,45-3514905,1107910,1193583
Offline content,Laptop,14/02/2022 00:00:00,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,3546038819,vbrandonr1@blogtalkradio.com,Phone Call,Cloudfront,Amazon Fire TV,All Fire TV devices,ShemarooMe,,FireOS 7.6.1.3,Croatia,Zagreb,,8f9d616f-d3eb-4473-b561-a1bfdbc2b3f4,Video,jessebrown,63-3568067,1286651,366362
Playback Quality,Mobile,30/07/2022 00:00:00,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,7421970290,ahallawaysr2@csmonitor.com,Email,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Voot,,Windows 10,Mayotte,Mamoudzou,,19cc0bef-0aae-4305-85ab-061001f92d32,Video,roy70,67-4480872,1386565,1336543
